dashboard_category,indicator,metric,geography,period,dimension_values,value_raw,value_readable,value_unit,rank_descending_within_source,source_country_count,source_chapter,source_figure,source_csv,source_chart_pdf,relevance_note,original_fields_json
Public sector and governance context,"Number of AI-related bills passed into law in G20 countries, 2016–25",Number of AI-related bills passed into law,South Korea,,{},8,8,count,3,20,8. Policy and Governance,fig_8.4.2,8. Policy and Governance\Data\fig_8.4.2.csv,8. Policy and Governance\Charts\fig_8.4.2.pdf,"Korea-specific AI policy, governance, public-sector, or legal context indicator.","{""Country"": ""South Korea"", ""Number of AI-related bills passed into law"": ""8""}"
Public sector and governance context,"Number of AI-related bills passed into law in G20 countries, 2016–25",Number of AI-related bills passed into law,South Korea,,{},9,9,count,3,20,8. Policy and Governance,fig_8.4.2,8. Policy and Governance\Data\fig_8.4.2.csv,8. Policy and Governance\Charts\fig_8.4.2.pdf,"Korea-specific AI policy, governance, public-sector, or legal context indicator.","{""Country"": ""South Korea"", ""Number of AI-related bills passed into law"": ""9""}"
Public sector and governance context,Number of AI-related bills passed,"Number of AI-related bills passed into law, 2016–25 (sum)",South Korea,,{},17.0,17,count,2,14,8. Policy and Governance,fig_8.4.3,8. Policy and Governance\Data\fig_8.4.3.csv,8. Policy and Governance\Charts\fig_8.4.3.pdf,"Korea-specific AI policy, governance, public-sector, or legal context indicator.","{""Country"": ""South Korea"", ""Number of AI-related bills passed into law, 2016–25 (sum)"": ""17.0""}"
Sector deployment: medicine,"Geographic distribution of publications on patient perceptions of AI in healthcare by country, 2020–25",Volume of Publications,South Korea,,{},5,5,count,10,40,6. Medicine,fig_6.3.5,6. Medicine\Data\fig_6.3.5.csv,6. Medicine\Charts\fig_6.3.5.pdf,Korea-specific AI medicine publication/deployment proxy.,"{""Country"": ""South Korea"", ""Volume of Publications"": ""5""}"
Social readiness,"Trust in AI and intentional use at work, 2025",trust_ai_at_work,South Korea,,{},46,46%,percent,30,48,9. Public Opinion,fig_9.1.10,9. Public Opinion\Data\fig_9.1.10.csv,9. Public Opinion\Charts\fig_9.1.10.pdf,Korea-specific public or worker attitude indicator.,"{""country"": ""South Korea"", ""trust_ai_at_work"": ""46"", ""using_ai_at_work"": ""54""}"
Social readiness,"Trust in AI and intentional use at work, 2025",using_ai_at_work,South Korea,,{},54,54%,percent,21,48,9. Public Opinion,fig_9.1.10,9. Public Opinion\Data\fig_9.1.10.csv,9. Public Opinion\Charts\fig_9.1.10.pdf,Korea-specific public or worker attitude indicator.,"{""country"": ""South Korea"", ""trust_ai_at_work"": ""46"", ""using_ai_at_work"": ""54""}"
Social readiness,Manager-reported organizational AI readiness categories by country,% of respondents,South Korea,,"{""Category"": ""AI strategy and culture""}",0.51,51%,percent,38,47,9. Public Opinion,fig_9.1.11,9. Public Opinion\Data\fig_9.1.11.csv,9. Public Opinion\Charts\fig_9.1.11.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents"": ""0.51"", ""Category"": ""AI strategy and culture"", ""Country"": ""South Korea""}"
Social readiness,Manager-reported organizational AI readiness categories by country,% of respondents,South Korea,,"{""Category"": ""Responsible AI governance""}",0.46,46%,percent,44,47,9. Public Opinion,fig_9.1.11,9. Public Opinion\Data\fig_9.1.11.csv,9. Public Opinion\Charts\fig_9.1.11.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents"": ""0.46"", ""Category"": ""Responsible AI governance"", ""Country"": ""South Korea""}"
Social readiness,Manager-reported organizational AI readiness categories by country,% of respondents,South Korea,,"{""Category"": ""Support for AI literacy""}",0.48,48%,percent,45,47,9. Public Opinion,fig_9.1.11,9. Public Opinion\Data\fig_9.1.11.csv,9. Public Opinion\Charts\fig_9.1.11.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents"": ""0.48"", ""Category"": ""Support for AI literacy"", ""Country"": ""South Korea""}"
Social readiness,Share agreeing that products and services using AI have more benefits than drawbacks,"% of respondents that ""Agree""",South Korea,2022,"{""Year"": ""2022""}",0.62,62%,percent,9,28,9. Public Opinion,fig_9.1.2,9. Public Opinion\Data\fig_9.1.2.csv,9. Public Opinion\Charts\fig_9.1.2.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents that \""Agree\"""": ""0.62"", ""Country"": ""South Korea"", ""Year"": ""2022""}"
Social readiness,Share agreeing that products and services using AI have more benefits than drawbacks,"% of respondents that ""Agree""",South Korea,2023,"{""Year"": ""2023""}",0.66,66%,percent,7,31,9. Public Opinion,fig_9.1.2,9. Public Opinion\Data\fig_9.1.2.csv,9. Public Opinion\Charts\fig_9.1.2.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents that \""Agree\"""": ""0.66"", ""Country"": ""South Korea"", ""Year"": ""2023""}"
Social readiness,Share agreeing that products and services using AI have more benefits than drawbacks,"% of respondents that ""Agree""",South Korea,2024,"{""Year"": ""2024""}",0.66,66%,percent,9,32,9. Public Opinion,fig_9.1.2,9. Public Opinion\Data\fig_9.1.2.csv,9. Public Opinion\Charts\fig_9.1.2.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents that \""Agree\"""": ""0.66"", ""Country"": ""South Korea"", ""Year"": ""2024""}"
Social readiness,Share agreeing that products and services using AI have more benefits than drawbacks,"% of respondents that ""Agree""",South Korea,2025,"{""Year"": ""2025""}",0.67,67%,percent,9,31,9. Public Opinion,fig_9.1.2,9. Public Opinion\Data\fig_9.1.2.csv,9. Public Opinion\Charts\fig_9.1.2.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents that \""Agree\"""": ""0.67"", ""Country"": ""South Korea"", ""Year"": ""2025""}"
Social readiness,Share agreeing that products and services using AI have more benefits than drawbacks,"% of respondents that ""Agree""",South Korea,Point change 2022 vs. 2025,"{""Year"": ""Point change 2022 vs. 2025""}",0.05,5%,percent,14,26,9. Public Opinion,fig_9.1.2,9. Public Opinion\Data\fig_9.1.2.csv,9. Public Opinion\Charts\fig_9.1.2.pdf,Korea-specific public or worker attitude indicator.,"{""% of respondents that \""Agree\"""": ""0.05"", ""Country"": ""South Korea"", ""Year"": ""Point change 2022 vs. 2025""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I have a good understanding of what artificial intelligence is""}",0.7,70%,percent,14,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I have a good understanding of what artificial intelligence is"", ""Country"": ""South Korea"", ""Response"": ""0.7""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I know which types of products and services use artificial intelligence""}",0.63,63%,percent,9,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I know which types of products and services use artificial intelligence"", ""Country"": ""South Korea"", ""Response"": ""0.63""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I trust artificial intelligence to not discriminate or show bias towards any group of people""}",0.52,52%,percent,19,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I trust artificial intelligence to not discriminate or show bias towards any group of people"", ""Country"": ""South Korea"", ""Response"": ""0.52""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I trust that companies that use artificial intelligence will protect my personal data""}",0.39,39%,percent,25,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I trust that companies that use artificial intelligence will protect my personal data"", ""Country"": ""South Korea"", ""Response"": ""0.39""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years""}",0.75,75%,percent,5,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years"", ""Country"": ""South Korea"", ""Response"": ""0.75""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence make me excited""}",0.69,69%,percent,5,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence make me excited"", ""Country"": ""South Korea"", ""Response"": ""0.69""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence will profoundly change my daily life in the next 3–5 years""}",0.8,80%,percent,6,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence will profoundly change my daily life in the next 3–5 years"", ""Country"": ""South Korea"", ""Response"": ""0.8""}"
Social readiness,Public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificialintelligence make me nervous""}",0.4,40%,percent,31,32,9. Public Opinion,fig_9.1.3,9. Public Opinion\Data\fig_9.1.3.csv,9. Public Opinion\Charts\fig_9.1.3.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificialintelligence make me nervous"", ""Country"": ""South Korea"", ""Response"": ""0.4""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I have a good understanding of what artificial intelligence is""}",-0.02,-2%,percent,25,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I have a good understanding of what artificial intelligence is"", ""Country"": ""South Korea"", ""Response"": ""-0.02""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I know which types of products and services use artificial intelligence""}",-0.02,-2%,percent,27,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I know which types of products and services use artificial intelligence"", ""Country"": ""South Korea"", ""Response"": ""-0.02""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I trust artificial intelligence to not discriminate or show bias toward any group of people""}",0.01,1%,percent,14,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I trust artificial intelligence to not discriminate or show bias toward any group of people"", ""Country"": ""South Korea"", ""Response"": ""0.01""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""I trust that companies that use artificial intelligence will protect my personal data""}",0.02,2%,percent,12,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""I trust that companies that use artificial intelligence will protect my personal data"", ""Country"": ""South Korea"", ""Response"": ""0.02""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years""}",0.04,4%,percent,15,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years"", ""Country"": ""South Korea"", ""Response"": ""0.04""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence make me excited""}",-0.04,-4%,percent,29,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence make me excited"", ""Country"": ""South Korea"", ""Response"": ""-0.04""}"
Social readiness,Change in public attitudes toward AI products and services by country,Response,South Korea,,"{""Category"": ""Products and services using artificial intelligence make me nervous""}",0,0%,percent,21,32,9. Public Opinion,fig_9.1.4,9. Public Opinion\Data\fig_9.1.4.csv,9. Public Opinion\Charts\fig_9.1.4.pdf,Korea-specific public or worker attitude indicator.,"{""Category"": ""Products and services using artificial intelligence make me nervous"", ""Country"": ""South Korea"", ""Response"": ""0""}"
